epoch;loss;lr;val_loss
0;0.7939680814743042;0.01;0.8109756112098694
1;0.38331007957458496;0.01;0.30630600452423096
2;0.2867682874202728;0.01;0.2537497580051422
3;0.5201094150543213;0.01;0.4549342691898346
4;0.3879886269569397;0.0031599998;0.28300103545188904
5;0.2619221806526184;0.00099856;0.2500499486923218
6;0.2447107583284378;0.00099856;0.21316151320934296
7;0.24076339602470398;0.00099856;0.2078675478696823
8;0.23648756742477417;0.00099856;0.20488056540489197
9;0.23469951748847961;0.00099856;0.21091948449611664
10;0.21946612000465393;0.00031554495;0.19386781752109528
11;0.21483489871025085;0.00031554495;0.19833578169345856
12;0.21246153116226196;9.9712204e-05;0.19413010776042938
13;0.2107897251844406;3.150906e-05;0.19228050112724304
14;0.21029768884181976;3.150906e-05;0.19341763854026794
15;0.20985954999923706;1e-05;0.192090705037117
16;0.2096821814775467;1e-05;0.19225162267684937
17;0.2095201313495636;1e-05;0.19205287098884583
18;0.20931461453437805;1e-05;0.19246813654899597
19;0.2091129720211029;1e-05;0.19211286306381226
20;0.20881058275699615;1e-05;0.192013218998909
21;0.20862708985805511;1e-05;0.19201038777828217
22;0.20828689634799957;1e-05;0.19168119132518768
23;0.2081795632839203;1e-05;0.19132453203201294
24;0.20802710950374603;1e-05;0.1912904977798462
25;0.20782636106014252;1e-05;0.19094783067703247
26;0.20768360793590546;1e-05;0.19081449508666992
27;0.20757444202899933;1e-05;0.19116461277008057
28;0.20751355588436127;1e-05;0.19123725593090057
