epoch;loss;lr;val_loss
0;0.7635650038719177;0.01;1.4856364727020264
1;0.36185330152511597;0.01;0.7516009211540222
2;0.29084908962249756;0.01;0.9573625326156616
3;0.1373840570449829;0.0031599998;0.554451048374176
4;0.1252172291278839;0.0031599998;0.3457658886909485
5;0.11731240153312683;0.0031599998;0.33991774916648865
6;0.11221294850111008;0.0031599998;0.3013658821582794
7;0.10723446309566498;0.0031599998;0.2852376103401184
8;0.10303192585706711;0.0031599998;0.23981845378875732
9;0.09980174899101257;0.0031599998;0.23416773974895477
