epoch;loss;lr;val_loss
0;0.4640989899635315;0.01;0.48642852902412415
1;0.8182588219642639;0.01;1.0496039390563965
2;0.12500837445259094;0.0031599998;0.19915762543678284
3;0.06871113181114197;0.0031599998;0.1408551037311554
4;0.04947493225336075;0.0031599998;0.08629695326089859
5;0.04136817902326584;0.0031599998;0.07469814270734787
6;0.03487839922308922;0.0031599998;0.05868437886238098
7;0.02875831536948681;0.0031599998;0.08078137785196304
8;0.016176804900169373;0.00099856;0.03246709704399109
9;0.015043520368635654;0.00099856;0.034504469484090805
10;0.01194724254310131;0.00031554495;0.024731358513236046
11;0.011560467071831226;0.00031554495;0.024101173505187035
12;0.011346057057380676;0.00031554495;0.02483453042805195
13;0.010440385900437832;9.9712204e-05;0.02361437864601612
14;0.010339927859604359;9.9712204e-05;0.021406956017017365
15;0.010241178795695305;9.9712204e-05;0.021133793517947197
16;0.01017702091485262;9.9712204e-05;0.021414339542388916
17;0.009896700270473957;3.150906e-05;0.02079365774989128
18;0.009867272339761257;3.150906e-05;0.020813819020986557
19;0.009774824604392052;1e-05;0.020778357982635498
20;0.00976488646119833;1e-05;0.02073887549340725
21;0.009757079184055328;1e-05;0.021062923595309258
22;0.009747019037604332;1e-05;0.020405059680342674
23;0.009737198241055012;1e-05;0.020459182560443878
24;0.009732967242598534;1e-05;0.02085268869996071
25;0.009721333160996437;1e-05;0.02063991315662861
26;0.00971003994345665;1e-05;0.020560868084430695
27;0.009706283919513226;1e-05;0.020697563886642456
28;0.009696057066321373;1e-05;0.02014961838722229
