epoch;loss;lr;val_loss
0;0.8026193380355835;0.01;3.6940345764160156
1;0.34394392371177673;0.01;0.41961243748664856
2;0.08306211978197098;0.01;0.9627480506896973
3;0.021065622568130493;0.0031599998;0.05334624648094177
4;0.01644602045416832;0.0031599998;0.2995010316371918
5;0.00930011086165905;0.00099856;0.04177932068705559
6;0.008282945491373539;0.00099856;0.04682937636971474
7;0.006771822925657034;0.00031554495;0.0260901041328907
8;0.006505998782813549;0.00031554495;0.02988189458847046
9;0.005852187983691692;9.9712204e-05;0.02377089485526085
