epoch;loss;lr;val_loss
0;0.39319944381713867;0.01;0.22076845169067383
1;0.22500725090503693;0.01;0.19793695211410522
2;0.1891471892595291;0.01;0.17228418588638306
3;0.17042331397533417;0.01;0.13967876136302948
4;0.1584852784872055;0.01;0.1541687548160553
5;0.09440923482179642;0.0031599998;0.08516696095466614
6;0.08833523839712143;0.0031599998;0.08100208640098572
7;0.08499953895807266;0.0031599998;0.07868056744337082
8;0.08282081037759781;0.0031599998;0.07932782173156738
9;0.06566789001226425;0.00099856;0.06481953710317612
