epoch;loss;lr;val_loss
0;0.6374461054801941;0.01;0.8064839243888855
1;0.8033019304275513;0.01;0.8988620638847351
2;0.7988879680633545;0.0031599998;0.8372993469238281
3;0.7632219791412354;0.00099856;0.7913363575935364
4;0.7579371929168701;0.00099856;0.8070422410964966
5;0.7533731460571289;0.00031554495;0.7964996695518494
6;0.748543918132782;9.9712204e-05;0.7960062026977539
7;0.7465535402297974;3.150906e-05;0.7914495468139648
8;0.745515763759613;1e-05;0.7927154302597046
9;0.7456923127174377;1e-05;0.7927978038787842
