epoch;loss;lr;val_loss
0;2.2234926223754883;0.01;3.143902063369751
1;2.6257972717285156;0.01;1.0408861637115479
2;1.8846137523651123;0.01;1.29014253616333
3;0.6069594621658325;0.0031599998;0.46902310848236084
4;0.4938141703605652;0.0031599998;0.47326868772506714
5;0.8907297253608704;0.00099856;0.4037467837333679
6;0.22517617046833038;0.00099856;0.2225387990474701
7;0.18775923550128937;0.00099856;0.20463959872722626
8;0.17511291801929474;0.00099856;0.19561970233917236
9;0.16511157155036926;0.00099856;0.1680818349123001
