epoch;loss;lr;val_loss
0;0.8805754780769348;0.01;1.0001537799835205
1;0.9402855038642883;0.01;1.0114855766296387
2;0.9159342646598816;0.0031599998;1.0182738304138184
3;0.9014883041381836;0.00099856;0.9786390066146851
4;0.8837778568267822;0.00099856;0.9668364524841309
5;0.8765947222709656;0.00099856;0.9717249870300293
6;0.876516580581665;0.00031554495;0.95857173204422
7;0.8667218089103699;0.00031554495;0.9511152505874634
8;0.8645055890083313;0.00031554495;0.9470711350440979
9;0.8599202632904053;0.00031554495;0.9443961977958679
