epoch;loss;lr;val_loss
0;2.119995355606079;0.01;7.7711896896362305
1;1.187711238861084;0.01;3.9700443744659424
2;0.9665510058403015;0.01;7.257071495056152
3;0.49317750334739685;0.0031599998;3.452730178833008
4;0.46397820115089417;0.0031599998;1.6631906032562256
5;0.45291003584861755;0.0031599998;2.323094606399536
6;0.30440306663513184;0.00099856;1.3811736106872559
7;0.2924773693084717;0.00099856;1.364522099494934
8;0.2856057584285736;0.00099856;1.1016160249710083
9;0.2821788191795349;0.00099856;1.214442253112793
