epoch;loss;lr;val_loss
0;0.4640989899635315;0.01;0.48642852902412415
1;0.8182588219642639;0.01;1.0496039390563965
2;0.12500837445259094;0.0031599998;0.19915762543678284
3;0.06871113181114197;0.0031599998;0.1408551037311554
4;0.04947493225336075;0.0031599998;0.08629695326089859
5;0.04136817902326584;0.0031599998;0.07469814270734787
6;0.03487839922308922;0.0031599998;0.05868437886238098
7;0.02875831536948681;0.0031599998;0.08078137785196304
8;0.016176804900169373;0.00099856;0.03246709704399109
9;0.015043520368635654;0.00099856;0.034504469484090805
