epoch;loss;lr;val_loss
0;0.6589401960372925;0.01;0.14803430438041687
1;6.3614983558654785;0.01;6.570098876953125
2;6.430976390838623;0.0031599998;6.4039082527160645
3;6.339562892913818;0.00099856;6.275577545166016
4;6.31180477142334;0.00031554495;6.328078746795654
5;6.298949241638184;9.9712204e-05;6.276776313781738
6;6.291526794433594;3.150906e-05;6.245547294616699
7;6.289808750152588;1e-05;6.249561309814453
8;6.287848472595215;1e-05;6.246711254119873
9;6.287099838256836;1e-05;6.245362758636475
