epoch;loss;lr;val_loss
0;0.5690916180610657;0.01;0.3271757960319519
1;0.32973408699035645;0.01;0.1798275113105774
2;0.2647416591644287;0.01;0.18322572112083435
3;0.12678521871566772;0.0031599998;0.08509176224470139
4;0.10864771157503128;0.0031599998;0.07439475506544113
5;0.09120309352874756;0.0031599998;0.0605856254696846
6;0.09346237778663635;0.0031599998;0.08060167729854584
7;0.06499150395393372;0.00099856;0.049845896661281586
8;0.05627553537487984;0.00099856;0.04774010553956032
9;0.04996945708990097;0.00099856;0.04092482849955559
