epoch;loss;lr;val_loss
0;0.46264711022377014;0.01;0.2894418239593506
1;0.3000519573688507;0.01;0.23844212293624878
2;0.26437732577323914;0.01;0.40955448150634766
3;0.1891510933637619;0.0031599998;0.16687941551208496
4;0.15722569823265076;0.0031599998;0.1342986822128296
5;0.14259353280067444;0.0031599998;0.12058894336223602
6;0.134046271443367;0.0031599998;0.13091032207012177
7;0.11192122846841812;0.00099856;0.10310184955596924
8;0.10837382078170776;0.00099856;0.10173198580741882
9;0.10548022389411926;0.00099856;0.10009834915399551
