epoch;loss;lr;val_loss
0;0.5359320640563965;0.01;0.4210697412490845
1;0.302989661693573;0.01;0.4425019323825836
2;0.28460875153541565;0.0031599998;0.21964314579963684
3;0.2024829387664795;0.0031599998;0.18659000098705292
4;0.16348206996917725;0.0031599998;0.2449812889099121
5;0.1704092174768448;0.00099856;0.1298343390226364
6;0.18379037082195282;0.00099856;0.2488553375005722
7;0.1912592649459839;0.00031554495;0.18636101484298706
8;0.16760550439357758;9.9712204e-05;0.16832347214221954
9;0.16110755503177643;3.150906e-05;0.16566449403762817
