epoch;loss;lr;val_loss
0;0.6116628050804138;0.01;0.9870715141296387
1;0.7908867597579956;0.01;0.6588029265403748
2;0.7530137300491333;0.01;0.8439285755157471
3;0.6510533094406128;0.0031599998;0.6184068918228149
4;0.5237542986869812;0.0031599998;0.45561790466308594
5;0.4389522969722748;0.0031599998;0.4746857285499573
6;0.36149856448173523;0.00099856;0.32044270634651184
7;0.2917972803115845;0.00099856;0.2944246530532837
8;0.2646692991256714;0.00099856;0.26043233275413513
9;0.25060945749282837;0.00099856;0.2782311737537384
