epoch;loss;lr;val_loss
0;0.4590004086494446;0.01;0.2774978280067444
1;0.28175875544548035;0.01;0.25982069969177246
2;0.2465405911207199;0.01;0.24922019243240356
3;0.2266279011964798;0.01;0.20327873528003693
4;0.21282035112380981;0.01;0.2999486029148102
5;0.13512153923511505;0.0031599998;0.10922899842262268
6;0.12159235775470734;0.0031599998;0.12009988725185394
7;0.09783593565225601;0.00099856;0.09150415658950806
8;0.09318219870328903;0.00099856;0.0881192535161972
9;0.08901145309209824;0.00099856;0.08438953012228012
