epoch;loss;lr;val_loss
0;0.46551400423049927;0.01;0.2271430343389511
1;0.24562375247478485;0.01;0.18308065831661224
2;0.21047815680503845;0.01;0.1551474928855896
3;0.1904471516609192;0.01;0.1509726643562317
4;0.17811329662799835;0.01;0.13172854483127594
5;0.16998808085918427;0.01;0.1192941814661026
6;0.16009455919265747;0.01;0.11636307835578918
7;0.1515635997056961;0.01;0.12739937007427216
8;0.09755375981330872;0.0031599998;0.0838908925652504
9;0.0927383303642273;0.0031599998;0.08392906934022903
