epoch;loss;lr;val_loss
0;0.6785309910774231;0.01;1.0218936204910278
1;0.3148949444293976;0.01;0.7886523604393005
2;0.25664541125297546;0.01;0.8111542463302612
3;0.1403789520263672;0.0031599998;0.5078575015068054
4;0.1304815709590912;0.0031599998;0.4473547041416168
5;0.12614621222019196;0.0031599998;0.41072702407836914
6;0.12127673625946045;0.0031599998;0.3740113377571106
7;0.11757110059261322;0.0031599998;0.35937657952308655
8;0.11558424681425095;0.0031599998;0.3541300296783447
9;0.11222558468580246;0.0031599998;0.758023738861084
