# This is CartPole simulation from 10.07.2023 at time 16:16:45
# Done with git-revision: 645508f372eb7ad0945bbe2b9d476d14131136f7
#
# Length of experiment: 3600 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,u,target_position,target_equilibrium,L,Q_update_time
0.0,2.5772293,-0.39356068,23.35886832187322,-0.8449293,0.5348781,0.023228278,-0.0007396634,-1.0631523974042376,0.0,0.0,0.0,0.023228278383612633,-1,0.19750000536441803,
0.020000000000000004,2.5735834,0.06780379,28.732009977603354,-0.84297353,0.53795505,0.02303931,-0.018886678,-3.433277192213407,-0.2782355844974518,-0.2782355844974518,-0.728977199541788,0.023258639519133404,-1,0.21327921748161316,0.10161088174208999
0.04000000000000002,2.5793562,0.51310426,18.476182809439454,-0.846065,0.53307974,0.022097943,-0.07769083,-2.5517860923820614,-0.29321616888046265,-0.29321616888046265,-0.7682263289108846,0.02334808224526676,-1,0.29971978068351746,0.0868337880820036
0.06000000000000004,2.5930476,0.875212,15.10512437526106,-0.8532841,0.5214463,0.02012495,-0.121473484,-1.462791701318293,-0.2588963210582733,-0.2588963210582733,-0.6783083315443434,0.023494145541369235,-1,0.3155681788921356,0.08462030300870538
0.08000000000000006,2.6129918,1.1323184,13.606055450295898,-0.8635135,0.5043257,0.017454213,-0.14669943,-0.9327031268757593,-0.24963954091072083,-0.24963954091072083,-0.6540555686171103,0.0236943683867974,-1,0.31654423475265503,0.08293045964092016
0.10000000000000007,2.6379557,1.3805553,11.028658859282952,-0.8758331,0.48261413,0.014366644,-0.162759,-0.3038211289243845,-0.21390031278133392,-0.21390031278133392,-0.5604187950081467,0.023946289760907787,-1,0.33926481008529663,0.08486453536897898
0.12000000000000009,2.6674843,1.590471,11.372191572791042,-0.8897002,0.45654535,0.011061742,-0.16790004,-0.1651332886048597,-0.21183985471725464,-0.21183985471725464,-0.5550203951160597,0.024247448643056963,-1,0.3040705919265747,0.08384336018934846
0.1400000000000001,2.7011168,1.7837554,11.195404875760904,-0.9045489,0.42636994,0.0076753255,-0.17084877,-0.6983623087596994,-0.2729680836200714,-0.2729680836200714,-0.715176347845869,0.024595384012601463,-1,0.3214564323425293,0.08405382325872779
0.16000000000000011,2.738868,2.0221248,13.11804089267791,-0.91999656,0.39192647,0.0041469038,-0.18217407,-0.9143090773251769,-0.321235716342926,-0.321235716342926,-0.8416375400559559,0.024987634848897853,-1,0.26666536927223206,0.08237439999356866
0.18000000000000013,2.7814047,2.2411711,10.441747108513152,-0.9358306,0.3524501,0.0003533364,-0.19769621,-0.23111630606370145,-0.28743159770965576,-0.28743159770965576,-0.7530707531053622,0.025421740131302672,-1,0.2621150016784668,0.10445980075746775
