epoch;loss;lr;val_loss
0;0.6748924255371094;0.01;0.9147045612335205
1;0.984406590461731;0.01;0.6199305653572083
2;0.8817145824432373;0.01;0.7281115651130676
3;0.830381453037262;0.0031599998;0.6595300436019897
4;0.8008885383605957;0.00099856;0.6864697337150574
5;0.7783772945404053;0.00031554495;0.6574446558952332
6;0.7523703575134277;9.9712204e-05;0.6460444331169128
7;0.745154857635498;3.150906e-05;0.6418091058731079
8;0.743243396282196;1e-05;0.6417660117149353
9;0.743301510810852;1e-05;0.6430304050445557
