epoch;loss;lr;val_loss
0;0.720533013343811;0.01;0.8911623954772949
1;0.7545339465141296;0.01;0.7421019077301025
2;0.7278849482536316;0.01;0.7187005281448364
3;0.739647626876831;0.01;0.7329036593437195
4;0.664641261100769;0.0031599998;0.663070023059845
5;0.6031830906867981;0.0031599998;0.5893098711967468
6;0.580532431602478;0.0031599998;0.5545229911804199
7;0.5482953786849976;0.0031599998;0.5424013733863831
8;0.5420258045196533;0.0031599998;0.5257688760757446
9;0.5665054321289062;0.0031599998;0.5707356333732605
