epoch;loss;lr;val_loss
0;2.772637128829956;0.01;14.183083534240723
1;2.7707700729370117;0.01;13.976441383361816
2;2.7739925384521484;0.01;14.451141357421875
3;2.7463958263397217;0.0031599998;14.836265563964844
4;2.7326760292053223;0.00099856;14.861546516418457
5;2.6809616088867188;0.00031554495;14.21899127960205
6;2.6374258995056152;9.9712204e-05;14.038724899291992
7;2.6304798126220703;3.150906e-05;13.944046974182129
8;2.6303212642669678;3.150906e-05;14.017589569091797
9;2.628786563873291;1e-05;13.964877128601074
