epoch;loss;lr;val_loss
0;1.286587119102478;0.01;1.313039779663086
1;1.2853977680206299;0.01;1.317319393157959
2;1.2738420963287354;0.0031599998;1.3126871585845947
3;1.273788571357727;0.0031599998;1.3194595575332642
4;1.2715331315994263;0.00099856;1.3130308389663696
5;1.2709225416183472;0.00031554495;1.3138282299041748
6;1.2707395553588867;9.9712204e-05;1.312967300415039
7;1.270673394203186;3.150906e-05;1.313286304473877
8;1.2706260681152344;1e-05;1.313271403312683
9;1.2706544399261475;1e-05;1.313016653060913
