epoch;loss;lr;val_loss
0;0.80318683385849;0.01;0.8025742173194885
1;0.6146221160888672;0.01;0.6724238395690918
2;0.5553627014160156;0.01;0.551338791847229
3;0.5047528743743896;0.01;0.5894175171852112
4;0.38340744376182556;0.0031599998;0.3432985842227936
5;0.3712621331214905;0.0031599998;0.28396934270858765
6;0.3653300702571869;0.0031599998;0.2893262505531311
7;0.3289121091365814;0.00099856;0.24226351082324982
8;0.32513195276260376;0.00099856;0.24264854192733765
9;0.3130096197128296;0.00031554495;0.21627169847488403
