epoch;loss;lr;val_loss
0;0.7939680814743042;0.01;0.8109756112098694
1;0.38331007957458496;0.01;0.30630600452423096
2;0.2867682874202728;0.01;0.2537497580051422
3;0.5201094150543213;0.01;0.4549342691898346
4;0.3879886269569397;0.0031599998;0.28300103545188904
5;0.2619221806526184;0.00099856;0.2500499486923218
6;0.2447107583284378;0.00099856;0.21316151320934296
7;0.24076339602470398;0.00099856;0.2078675478696823
8;0.23648756742477417;0.00099856;0.20488056540489197
9;0.23469951748847961;0.00099856;0.21091948449611664
