# This is CartPole simulation from 10.07.2023 at time 16:01:32
# Done with git-revision: 645508f372eb7ad0945bbe2b9d476d14131136f7
#
# Length of experiment: 3600 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,u,target_position,target_equilibrium,L,Q_update_time
0.0,2.5772293,-0.39356068,23.35886832187322,-0.8449293,0.5348781,0.023228278,-0.0007396634,-1.0631523974042376,0.0,0.0,0.0,0.023228278383612633,-1,0.19750000536441803,
0.020000000000000004,2.573515,0.06483472,30.975547849156435,-0.84293675,0.5380127,0.0230393,-0.018887656,-3.416547601762013,-0.2765108346939087,-0.2765108346939087,-0.724458355253887,0.023258639519133404,-1,0.19750000536441803,0.09935884084552526
0.04000000000000002,2.580081,0.6359709,31.250723337262226,-0.84645116,0.53246635,0.02210072,-0.07739362,-3.859601617184482,-0.42763638496398926,-0.42763638496398926,-1.1204072796665514,0.02334808224526676,-1,0.20355083048343658,0.08387945080175996
0.06000000000000004,2.5981588,1.215711,34.716987375530934,-0.8559382,0.5170782,0.019918459,-0.1436255,-5.256498209260509,-0.6885654926300049,-0.6885654926300049,-1.8040415118905457,0.023494145541369235,-1,0.20641589164733887,0.08454522723332047
0.08000000000000006,2.6279144,1.7942542,29.35819259791506,-0.87094295,0.49138412,0.016180493,-0.23401792,-4.937056441663335,-0.8138483166694641,-0.8138483166694641,-2.1322824965364475,0.0236943683867974,-1,0.2324271947145462,0.08038447517901659
0.10000000000000007,2.6689887,2.3536932,22.451825799839128,-0.890386,0.45520633,0.010689191,-0.31865397,-2.5244662573277767,-0.7186976671218872,-0.7186976671218872,-1.8829878056109237,0.023946289760907787,-1,0.2232455611228943,0.07923628203570843
0.12000000000000009,2.720087,2.7887414,15.625270219539535,-0.912474,0.40913475,0.0039041175,-0.3614915,-0.46518809523774884,-0.5921120643615723,-0.5921120643615723,-1.5513335408654712,0.024247448643056963,-1,0.21120311319828033,0.08246327377855778
0.1400000000000001,2.7784226,3.0624511,8.70786462988207,-0.9347754,0.3552393,-0.0034005844,-0.36901286,0.8816246396790174,-0.4791407883167267,-0.4791407883167267,-1.2553488105565123,0.024595384012601463,-1,0.2258135974407196,0.07944738492369652
0.16000000000000011,2.84121,3.2282238,3.4048953580749446,-0.9552233,0.29588586,-0.010629204,-0.35271555,1.9590997552138114,-0.3593032658100128,-0.3593032658100128,-0.941374515303238,0.024987634848897853,-1,0.21777446568012238,0.08746400708332658
0.18000000000000013,2.9063504,3.2895336,-1.3050904409640587,-0.9724579,0.2330786,-0.017355867,-0.31799752,2.7093268459636404,-0.24180841445922852,-0.24180841445922852,-0.6335380182104018,0.025421740131302672,-1,0.22432026267051697,0.08110550092533231
0.20000000000000015,2.9719276,3.2660117,-5.3037208702960035,-0.98564136,0.16885218,-0.02326483,-0.2703927,3.3223872668128105,-0.11697699874639511,-0.11697699874639511,-0.3064797233286001,0.025895238839172476,-1,0.23449549078941345,0.07883392414078116
0.22000000000000017,3.0362954,3.1623216,-9.545196204473948,-0.99446136,0.10510276,-0.028119497,-0.21215646,3.8492485244200867,0.016978610306978226,0.016978610306978226,0.0444839570612352,0.02640566995186381,-1,0.22296243906021118,0.07653208589181304
0.24000000000000019,3.0978143,2.9750214,-13.786654563929478,-0.99904186,0.043764353,-0.03172464,-0.14519514,4.224891968989155,0.15416169166564941,0.15416169166564941,0.40390361452159596,0.026950572448733223,-1,0.20849071443080902,0.08158909482881427
0.2600000000000002,-3.1281326,2.7332845,-16.008415669054067,-0.9999094,-0.013459666,-0.033931617,-0.07222882,4.510006257745915,0.29696395993232727,0.29696395993232727,0.7780455410378693,0.027527485309137283,-1,0.21914151310920715,0.08146282192319632
0.2800000000000002,-3.0760555,2.4600313,-15.801305482613571,-0.9978532,-0.06549022,-0.03463402,0.005327545,4.377305040729306,0.4109240770339966,0.4109240770339966,1.0766210348025425,0.028133947512432533,-1,0.23921683430671692,0.08191433502361178
0.3000000000000002,-3.0295563,2.1698246,-16.441222300801268,-0.9937305,-0.11180214,-0.03380838,0.080377966,4.132668162796898,0.512762188911438,0.512762188911438,1.343436876266992,0.028767498037975507,-1,0.23856225609779358,0.08100107870995998
0.32000000000000023,-2.9890115,1.8619395,-17.49542980356533,-0.98838204,-0.15198977,-0.031522933,0.1510582,3.969890698666271,0.6174147129058838,0.6174147129058838,1.617626477155909,0.02942567586512278,-1,0.23310691118240356,0.08134958986192942
0.34000000000000025,-2.9549115,1.5198518,-19.087580417463336,-0.9826256,-0.18559876,-0.027851623,0.2187753,3.721823875670045,0.7109926342964172,0.7109926342964172,1.8628006204899634,0.030106019973230883,-1,0.2160344272851944,0.08785956166684628
0.36000000000000026,-2.9277163,1.1775317,-18.825801906976377,-0.97721547,-0.21224956,-0.022866856,0.28220177,3.605499034199133,0.8110391497612,0.8110391497612,2.124922479558279,0.030806069341656375,-1,0.22391989827156067,0.08213452203199267
0.3800000000000003,-2.9074726,0.8192465,-19.757432670407468,-0.97271883,-0.23198712,-0.016633274,0.3435307,3.4706517838660553,0.9070665836334229,0.9070665836334229,2.3765143453140354,0.0315233629497558,-1,0.21495886147022247,0.08787729311734438
0.4000000000000003,-2.8945165,0.44927412,-17.95053414079922,-0.9696317,-0.24456999,-0.00919552,0.40249977,2.7084168302119824,0.938645601272583,0.938645601272583,2.4592513679147032,0.03225543977688573,-1,0.2102251946926117,0.08146074786782265
0.4200000000000003,-2.8887203,0.10225324,-15.6154988955775,-0.96819776,-0.25018603,-0.0007030878,0.44848797,1.7481562043563152,0.927990734577179,0.927990734577179,2.4313356183920973,0.03299983880240269,-1,0.1992424577474594,0.08782311296090484
