# This is CartPole simulation from 10.07.2023 at time 16:08:11
# Done with git-revision: 645508f372eb7ad0945bbe2b9d476d14131136f7
#
# Length of experiment: 3600 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mpc
# MPC Optimizer: mppi
#
# Parameters:
# m_pole: 0.087
# m_cart: 0.23
# L: 0.1975
# u_max: 2.62
# M_fric: 4.77
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# g: 9.81
# k: 0.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,u,target_position,target_equilibrium,L,Q_update_time
0.0,2.5772293,-0.39356068,23.35886832187322,-0.8449293,0.5348781,0.023228278,-0.0007396634,-1.0631523974042376,0.0,0.0,0.0,0.023228278383612633,1,0.19750000536441803,
0.020000000000000004,2.573515,0.06483472,-8.581838126419159,-0.84293675,0.5380127,0.0230393,-0.018887656,8.941175380478402,1.0,1.0,2.619999885559082,0.023258639519133404,1,0.19750000536441803,0.09981313021853566
0.04000000000000002,2.5737212,-0.024241153,0.04356624832790596,-0.8430477,0.5378389,0.024128715,0.13408917,6.245293365124851,1.0,1.0,2.619999885559082,0.02334808224526676,1,0.19750000536441803,0.08636094303801656
0.06000000000000004,2.5735636,0.034584444,6.0759151935244455,-0.84296286,0.5379717,0.02783519,0.2409284,4.362005043943852,1.0,1.0,2.619999885559082,0.023494145541369235,1,0.19750000536441803,0.08568407967686653
0.08000000000000006,2.5755684,0.19586278,10.194754285076325,-0.84403974,0.5362806,0.033369564,0.31557113,3.048960585839265,1.0,1.0,2.619999885559082,0.0236943683867974,1,0.19750000536441803,0.08425094420090318
0.10000000000000007,2.581467,0.4261454,12.90587448919291,-0.8471883,0.53129274,0.04018144,0.36776617,2.133214494811719,1.0,1.0,2.619999885559082,0.023946289760907787,1,0.19750000536441803,0.09017226798459888
0.12000000000000009,2.5924048,0.7007226,14.568283432913917,-0.8529487,0.52199465,0.04788699,0.40429896,1.4939437797973296,1.0,1.0,2.619999885559082,0.024247448643056963,1,0.19750000536441803,0.08481016801670194
0.1400000000000001,2.6090922,1.0009985,15.428739006972844,-0.8615403,0.5076892,0.056218322,0.42989916,1.0480825360533437,1.0,1.0,2.619999885559082,0.024595384012601463,1,0.19750000536441803,0.08335769269615412
0.16000000000000011,2.631908,1.3125362,15.652866609255558,-0.87289834,0.48790208,0.0649886,0.44789112,0.739262449043453,1.0,1.0,2.619999885559082,0.024987634848897853,1,0.19750000536441803,0.08351983735337853
0.18000000000000013,2.660968,1.6236714,21.000848463989193,-0.88670635,0.46233308,0.074068286,0.46064973,-1.1484749172705517,0.8298248648643494,0.8298248648643494,2.174141050978676,0.025421740131302672,1,0.19750000536441803,0.08030859287828207
0.20000000000000015,2.6971056,2.0219815,24.05869064314565,-0.9028314,0.4299948,0.083093464,0.44113258,-2.377659329261723,0.669431746006012,0.669431746006012,1.7539110979253678,0.025895238839172476,1,0.19750000536441803,0.08383250096812844
0.22000000000000017,2.7416787,2.4665177,33.09273284842609,-0.9210945,0.38933906,0.09152729,0.4007201,-5.353295504010969,0.2972854971885681,0.2972854971885681,0.7788879686124233,0.02640566995186381,1,0.19750000536441803,0.08214288577437401
0.24000000000000019,2.7965887,3.0587065,34.51553778802038,-0.9410741,0.33820042,0.09866566,0.30961242,-6.180012140035039,0.04972175881266594,0.04972175881266594,0.13027100239898104,0.026950572448733223,1,0.19750000536441803,0.08196121314540505
0.2600000000000002,2.8635156,3.6640322,42.19783357313665,-0.9615851,0.27450708,0.10384913,0.20491159,-8.810965151378626,-0.4027153253555298,-0.4027153253555298,-1.0551141063443765,0.027527485309137283,1,0.19750000536441803,0.08010903373360634
0.2800000000000002,2.9437363,4.386906,40.58138615281797,-0.9804902,0.19656794,0.10651169,0.056111764,-8.997467644080615,-0.7007092237472534,-0.7007092237472534,-1.8358580860279972,0.028133947512432533,1,0.19750000536441803,0.08146126801148057
0.3000000000000002,3.0380406,5.06223,36.851531096614764,-0.9946433,0.103367046,0.106175214,-0.09448672,-8.811058582867654,-0.9803370237350464,-0.9803370237350464,-2.5684828899951526,0.028767498037975507,1,0.19750000536441803,0.08189698262140155
0.32000000000000023,-3.1380727,5.6505537,21.646501499016516,-0.9999938,-0.0035198536,0.10286649,-0.24025378,-5.817025333801776,-1.0,-1.0,-2.619999885559082,0.02942567586512278,1,0.19750000536441803,0.08349258312955499
0.34000000000000025,-3.0218463,5.9581513,8.176622976563015,-0.992839,-0.11946038,0.09713885,-0.33395258,-3.436381097726971,-0.9983455538749695,-0.9983455538749695,-2.6156652369008384,0.030106019973230883,1,0.19750000536441803,0.07905450090765953
0.36000000000000026,-2.901756,6.021814,-2.363241667610503,-0.9713768,-0.23754391,0.08992728,-0.38712156,-1.848511335687293,-1.0,-1.0,-2.619999885559082,0.030806069341656375,1,0.19750000536441803,0.08360748877748847
0.3800000000000003,-2.7821643,5.8979135,-10.442469018268525,-0.93609804,-0.35173914,0.0819076,-0.4141416,-0.8402148922503574,-1.0,-1.0,-2.619999885559082,0.0315233629497558,1,0.19750000536441803,0.09689686866477132
0.4000000000000003,-2.6663964,5.6324944,-16.381275312474095,-0.88920295,-0.45751297,0.07350515,-0.42534697,-0.2883678326063935,-1.0,-1.0,-2.619999885559082,0.03225543977688573,1,0.19750000536441803,0.08785035600885749
