epoch;loss;lr;val_loss
0;0.5173255801200867;0.01;0.21954874694347382
1;0.28072893619537354;0.01;0.1801716834306717
2;0.21888209879398346;0.01;0.16623277962207794
3;0.19397325813770294;0.01;0.1831810474395752
4;0.10724605619907379;0.0031599998;0.09173458069562912
5;0.10101737827062607;0.0031599998;0.08588366955518723
6;0.09801909327507019;0.0031599998;0.10064692795276642
7;0.07285409420728683;0.00099856;0.07373082637786865
8;0.07061176747083664;0.00099856;0.06443942338228226
9;0.06891342997550964;0.00099856;0.06287073343992233
