epoch;loss;lr;val_loss
0;0.8340617418289185;0.01;0.8743851184844971
1;0.6516572833061218;0.01;0.7472614049911499
2;0.6167725920677185;0.01;0.8624240756034851
3;0.43737533688545227;0.0031599998;0.43233823776245117
4;0.41934263706207275;0.0031599998;0.42146816849708557
5;0.4132123291492462;0.0031599998;0.41179609298706055
6;0.40776678919792175;0.0031599998;0.4401240050792694
7;0.3271675407886505;0.00099856;0.21778464317321777
8;0.3203873932361603;0.00099856;0.20038917660713196
9;0.3189179003238678;0.00099856;0.1998317986726761
