epoch;loss;lr;val_loss
0;0.44132477045059204;0.01;0.3581849932670593
1;0.2872063219547272;0.01;0.2577364146709442
2;0.19072842597961426;0.01;0.14461931586265564
3;0.14213621616363525;0.01;0.11663027107715607
4;0.15243582427501678;0.01;0.19639334082603455
5;0.09304717183113098;0.0031599998;0.08198729902505875
6;0.07650423794984818;0.0031599998;0.07118911296129227
7;0.07207774370908737;0.0031599998;0.07336721569299698
8;0.08275138586759567;0.00099856;0.07071154564619064
9;0.05926768481731415;0.00099856;0.0585932657122612
