epoch;loss;lr;val_loss
0;0.9875720739364624;0.01;1.651580810546875
1;0.9395794868469238;0.01;1.1397360563278198
2;0.7795146703720093;0.01;0.9701389670372009
3;0.563421368598938;0.01;1.031946063041687
4;0.3519969880580902;0.0031599998;0.35979557037353516
5;0.3263149559497833;0.0031599998;0.3510946035385132
6;0.31781500577926636;0.0031599998;0.2517319619655609
7;0.32162976264953613;0.0031599998;0.285763680934906
8;0.27962881326675415;0.00099856;0.1478220522403717
9;0.27165845036506653;0.00099856;0.1668928861618042
